Uur,Levering [kWh],Teruglevering [kWh]
19-10-2024 13:15 tot 13:30,1.61226,0.029585798816568
19-10-2024 13:30 tot 13:45,3.3462,0.0
19-10-2024 13:45 tot 14:00,16.33554,0.0
19-10-2024 14:00 tot 14:15,4.4109,0.0
19-10-2024 14:15 tot 14:30,1.33848,0.0
19-10-2024 14:30 tot 14:45,1.18638,0.0
19-10-2024 14:45 tot 15:00,15.8184,0.0
19-10-2024 15:00 tot 15:15,19.74258,0.0
19-10-2024 15:15 tot 15:30,6.44904,0.0
19-10-2024 15:30 tot 15:45,0.85176,0.0
19-10-2024 15:45 tot 16:00,0.9126,0.0
19-10-2024 16:00 tot 16:15,23.39298,0.0
19-10-2024 16:15 tot 16:30,14.66244,0.0
19-10-2024 16:30 tot 16:45,1.12554,0.0
19-10-2024 16:45 tot 17:00,1.64268,0.0
19-10-2024 17:00 tot 17:15,2.1294,0.0
19-10-2024 17:15 tot 17:30,3.98502,0.0
19-10-2024 17:30 tot 17:45,2.5857,0.0
19-10-2024 17:45 tot 18:00,0.69966,0.0
19-10-2024 18:00 tot 18:15,2.37276,0.0
19-10-2024 18:15 tot 18:30,10.46448,0.0
19-10-2024 18:30 tot 18:45,4.74552,0.0
19-10-2024 18:45 tot 19:00,1.30806,0.0
19-10-2024 19:00 tot 19:15,1.39932,0.0
19-10-2024 19:15 tot 19:30,1.2168,0.0
19-10-2024 19:30 tot 19:45,1.12554,0.0
19-10-2024 19:45 tot 20:00,1.30806,0.0
19-10-2024 20:00 tot 20:15,1.9773,0.0
19-10-2024 20:15 tot 20:30,1.9773,0.0
19-10-2024 20:30 tot 20:45,1.70352,0.0
19-10-2024 20:45 tot 21:00,19.13418,0.0
19-10-2024 21:00 tot 21:15,31.88016,0.0
19-10-2024 21:15 tot 21:30,11.83338,0.0
19-10-2024 21:30 tot 21:45,1.15596,0.0
19-10-2024 21:45 tot 22:00,1.24722,0.0
19-10-2024 22:00 tot 22:15,1.39932,0.0
19-10-2024 22:15 tot 22:30,1.39932,0.0
19-10-2024 22:30 tot 22:45,1.09512,0.0
19-10-2024 22:45 tot 23:00,1.2168,0.0
19-10-2024 23:00 tot 23:15,1.42974,0.0
19-10-2024 23:15 tot 23:30,1.64268,0.0
19-10-2024 23:30 tot 23:45,1.2168,0.0
19-10-2024 23:45 tot 00:00,1.55142,0.0
20-10-2024 00:00 tot 00:15,1.27764,0.0
20-10-2024 00:15 tot 00:30,1.15596,0.0
20-10-2024 00:30 tot 00:45,1.521,0.0
20-10-2024 00:45 tot 01:00,1.12554,0.0
20-10-2024 01:00 tot 01:15,0.97344,0.0
20-10-2024 01:15 tot 01:30,1.0647,0.0
20-10-2024 01:30 tot 01:45,1.00386,0.0
20-10-2024 01:45 tot 02:00,1.18638,0.0
20-10-2024 02:00 tot 02:15,1.18638,0.0
20-10-2024 02:15 tot 02:30,1.0647,0.0
20-10-2024 02:30 tot 02:45,1.0647,0.0
20-10-2024 02:45 tot 03:00,1.42974,0.0
20-10-2024 03:00 tot 03:15,1.09512,0.0
20-10-2024 03:15 tot 03:30,1.0647,0.0
20-10-2024 03:30 tot 03:45,1.12554,0.0
20-10-2024 03:45 tot 04:00,1.0647,0.0
20-10-2024 04:00 tot 04:15,1.0647,0.0
20-10-2024 04:15 tot 04:30,1.00386,0.0
20-10-2024 04:30 tot 04:45,1.12554,0.0
20-10-2024 04:45 tot 05:00,1.09512,0.0
20-10-2024 05:00 tot 05:15,1.00386,0.0
20-10-2024 05:15 tot 05:30,1.0647,0.0
20-10-2024 05:30 tot 05:45,1.03428,0.0
20-10-2024 05:45 tot 06:00,1.24722,0.0
20-10-2024 06:00 tot 06:15,1.0647,0.0
20-10-2024 06:15 tot 06:30,1.03428,0.0
20-10-2024 06:30 tot 06:45,0.9126,0.0
20-10-2024 06:45 tot 07:00,1.00386,0.0
20-10-2024 07:00 tot 07:15,1.00386,0.0
20-10-2024 07:15 tot 07:30,1.27764,0.0
20-10-2024 07:30 tot 07:45,1.0647,0.0
20-10-2024 07:45 tot 08:00,1.3689,0.0
20-10-2024 08:00 tot 08:15,1.09512,0.0
20-10-2024 08:15 tot 08:30,1.33848,0.0
20-10-2024 08:30 tot 08:45,1.88604,0.0
20-10-2024 08:45 tot 09:00,1.3689,0.0
20-10-2024 09:00 tot 09:15,3.37662,0.0
20-10-2024 09:15 tot 09:30,3.25494,0.0
20-10-2024 09:30 tot 09:45,2.03814,0.0
20-10-2024 09:45 tot 10:00,0.33462,0.0
20-10-2024 10:00 tot 10:15,0.94302,0.0
20-10-2024 10:15 tot 10:30,0.85176,0.0
20-10-2024 10:30 tot 10:45,0.24336,0.029585798816568
20-10-2024 10:45 tot 11:00,0.1521,0.0591715976331361
20-10-2024 11:00 tot 11:15,0.33462,0.029585798816568
20-10-2024 11:15 tot 11:30,0.33462,0.207100591715976
20-10-2024 11:30 tot 11:45,0.06084,0.414201183431953
20-10-2024 11:45 tot 12:00,1.00386,0.029585798816568
20-10-2024 12:00 tot 12:15,1.18638,0.029585798816568
20-10-2024 12:15 tot 12:30,9.61272,0.0591715976331361
20-10-2024 12:30 tot 12:45,3.86334,0.0
20-10-2024 12:45 tot 13:00,3.01158,0.0
20-10-2024 13:00 tot 13:15,2.49444,0.0
20-10-2024 13:15 tot 13:30,1.70352,0.355029585798817
20-10-2024 13:30 tot 13:45,14.26698,0.621301775147929
20-10-2024 13:45 tot 14:00,26.73918,0.0
20-10-2024 14:00 tot 14:15,15.90966,0.0
20-10-2024 14:15 tot 14:30,1.42974,0.325443786982249
20-10-2024 14:30 tot 14:45,4.62384,0.0
20-10-2024 14:45 tot 15:00,10.00818,0.0
20-10-2024 15:00 tot 15:15,1.2168,0.029585798816568
20-10-2024 15:15 tot 15:30,2.1294,0.0591715976331361
20-10-2024 15:30 tot 15:45,1.2168,0.0591715976331361
20-10-2024 15:45 tot 16:00,0.94302,0.0
20-10-2024 16:00 tot 16:15,1.42974,0.0
20-10-2024 16:15 tot 16:30,3.16368,0.0
20-10-2024 16:30 tot 16:45,9.30852,0.0
20-10-2024 16:45 tot 17:00,2.34234,0.0
20-10-2024 17:00 tot 17:15,1.85562,0.0
20-10-2024 17:15 tot 17:30,1.30806,0.0
20-10-2024 17:30 tot 17:45,1.521,0.0
20-10-2024 17:45 tot 18:00,1.24722,0.0
20-10-2024 18:00 tot 18:15,2.00772,0.0
20-10-2024 18:15 tot 18:30,1.73394,0.0
20-10-2024 18:30 tot 18:45,1.49058,0.0
20-10-2024 18:45 tot 19:00,1.42974,0.0
20-10-2024 19:00 tot 19:15,1.3689,0.0
20-10-2024 19:15 tot 19:30,1.09512,0.0
20-10-2024 19:30 tot 19:45,1.09512,0.0
20-10-2024 19:45 tot 20:00,1.0647,0.0
20-10-2024 20:00 tot 20:15,1.49058,0.0
20-10-2024 20:15 tot 20:30,13.20228,0.0
20-10-2024 20:30 tot 20:45,14.41908,0.0
20-10-2024 20:45 tot 21:00,1.30806,0.0
20-10-2024 21:00 tot 21:15,1.49058,0.0
20-10-2024 21:15 tot 21:30,2.15982,0.0
20-10-2024 21:30 tot 21:45,4.19796,0.0
20-10-2024 21:45 tot 22:00,4.2588,0.0
20-10-2024 22:00 tot 22:15,4.35006,0.0
20-10-2024 22:15 tot 22:30,3.55914,0.0
20-10-2024 22:30 tot 22:45,3.042,0.0
20-10-2024 22:45 tot 23:00,1.58184,0.0
20-10-2024 23:00 tot 23:15,1.09512,0.0
20-10-2024 23:15 tot 23:30,1.42974,0.0
20-10-2024 23:30 tot 23:45,1.91646,0.0
20-10-2024 23:45 tot 00:00,2.55528,0.0
21-10-2024 00:00 tot 00:15,2.25108,0.0
21-10-2024 00:15 tot 00:30,2.19024,0.0
21-10-2024 00:30 tot 00:45,1.15596,0.0
21-10-2024 00:45 tot 01:00,1.00386,0.0
21-10-2024 01:00 tot 01:15,1.0647,0.0
21-10-2024 01:15 tot 01:30,1.03428,0.0
21-10-2024 01:30 tot 01:45,0.94302,0.0
21-10-2024 01:45 tot 02:00,1.00386,0.0
21-10-2024 02:00 tot 02:15,1.03428,0.0
21-10-2024 02:15 tot 02:30,1.00386,0.0
21-10-2024 02:30 tot 02:45,1.00386,0.0
21-10-2024 02:45 tot 03:00,1.03428,0.0
21-10-2024 03:00 tot 03:15,0.9126,0.0
21-10-2024 03:15 tot 03:30,1.30806,0.0
21-10-2024 03:30 tot 03:45,1.09512,0.0
21-10-2024 03:45 tot 04:00,1.03428,0.0
21-10-2024 04:00 tot 04:15,0.9126,0.0
21-10-2024 04:15 tot 04:30,0.9126,0.0
21-10-2024 04:30 tot 04:45,1.00386,0.0
21-10-2024 04:45 tot 05:00,1.15596,0.0
21-10-2024 05:00 tot 05:15,1.00386,0.0
21-10-2024 05:15 tot 05:30,1.09512,0.0
21-10-2024 05:30 tot 05:45,1.39932,0.0
21-10-2024 05:45 tot 06:00,1.2168,0.0
21-10-2024 06:00 tot 06:15,1.18638,0.0
21-10-2024 06:15 tot 06:30,1.12554,0.0
21-10-2024 06:30 tot 06:45,1.2168,0.0
21-10-2024 06:45 tot 07:00,1.09512,0.0
21-10-2024 07:00 tot 07:15,1.30806,0.0
21-10-2024 07:15 tot 07:30,1.79478,0.0
21-10-2024 07:30 tot 07:45,2.00772,0.0
21-10-2024 07:45 tot 08:00,2.00772,0.0
21-10-2024 08:00 tot 08:15,1.42974,0.0
21-10-2024 08:15 tot 08:30,1.27764,0.0
21-10-2024 08:30 tot 08:45,1.27764,0.0
21-10-2024 08:45 tot 09:00,6.93576,0.0
21-10-2024 09:00 tot 09:15,9.67356,0.0
21-10-2024 09:15 tot 09:30,5.44518,0.0
21-10-2024 09:30 tot 09:45,4.44132,0.0
21-10-2024 09:45 tot 10:00,42.70968,0.0
21-10-2024 10:00 tot 10:15,26.70876,0.0
21-10-2024 10:15 tot 10:30,17.82612,0.0
21-10-2024 10:30 tot 10:45,23.81886,0.0
21-10-2024 10:45 tot 11:00,55.30356,0.0
21-10-2024 11:00 tot 11:15,23.33214,0.0
21-10-2024 11:15 tot 11:30,0.4563,0.029585798816568
21-10-2024 11:30 tot 11:45,0.03042,0.266272189349112
21-10-2024 11:45 tot 12:00,4.44132,0.0
21-10-2024 12:00 tot 12:15,13.14144,0.0
21-10-2024 12:15 tot 12:30,26.25246,0.0
21-10-2024 12:30 tot 12:45,28.86858,0.236686390532544
21-10-2024 12:45 tot 13:00,26.0091,0.0
21-10-2024 13:00 tot 13:15,10.52532,0.0
21-10-2024 13:15 tot 13:30,5.96232,0.0
21-10-2024 13:30 tot 13:45,2.49444,0.0
21-10-2024 13:45 tot 14:00,1.73394,0.0
21-10-2024 14:00 tot 14:15,0.06084,0.266272189349112
21-10-2024 14:15 tot 14:30,0.03042,0.325443786982249
21-10-2024 14:30 tot 14:45,0.24336,0.0887573964497041
21-10-2024 14:45 tot 15:00,0.73008,0.0
21-10-2024 15:00 tot 15:15,9.24768,0.0
21-10-2024 15:15 tot 15:30,15.94008,0.0
21-10-2024 15:30 tot 15:45,4.59342,0.0
21-10-2024 15:45 tot 16:00,3.16368,0.0
21-10-2024 16:00 tot 16:15,2.06856,0.0
21-10-2024 16:15 tot 16:30,1.15596,0.0
21-10-2024 16:30 tot 16:45,3.98502,0.0
21-10-2024 16:45 tot 17:00,3.74166,0.0
21-10-2024 17:00 tot 17:15,3.3462,0.0
21-10-2024 17:15 tot 17:30,2.52486,0.0
21-10-2024 17:30 tot 17:45,2.34234,0.0
21-10-2024 17:45 tot 18:00,3.042,0.0
21-10-2024 18:00 tot 18:15,2.09898,0.0
21-10-2024 18:15 tot 18:30,33.09696,0.0
21-10-2024 18:30 tot 18:45,2.85948,0.0
21-10-2024 18:45 tot 19:00,1.79478,0.0
21-10-2024 19:00 tot 19:15,28.5948,0.0
21-10-2024 19:15 tot 19:30,5.50602,0.0
21-10-2024 19:30 tot 19:45,2.67696,0.0
21-10-2024 19:45 tot 20:00,2.00772,0.0
21-10-2024 20:00 tot 20:15,15.17958,0.0
21-10-2024 20:15 tot 20:30,25.73532,0.0
21-10-2024 20:30 tot 20:45,16.67016,0.0
21-10-2024 20:45 tot 21:00,3.01158,0.0
21-10-2024 21:00 tot 21:15,2.03814,0.0
21-10-2024 21:15 tot 21:30,2.64654,0.0
21-10-2024 21:30 tot 21:45,4.50216,0.0
21-10-2024 21:45 tot 22:00,1.42974,0.0
21-10-2024 22:00 tot 22:15,1.49058,0.0
21-10-2024 22:15 tot 22:30,1.12554,0.0
21-10-2024 22:30 tot 22:45,1.24722,0.0
21-10-2024 22:45 tot 23:00,1.24722,0.0
21-10-2024 23:00 tot 23:15,1.58184,0.0
21-10-2024 23:15 tot 23:30,1.27764,0.0
21-10-2024 23:30 tot 23:45,1.0647,0.0
21-10-2024 23:45 tot 00:00,1.3689,0.0
22-10-2024 00:00 tot 00:15,1.58184,0.0
22-10-2024 00:15 tot 00:30,8.45676,0.0
22-10-2024 00:30 tot 00:45,1.12554,0.0
22-10-2024 00:45 tot 01:00,1.12554,0.0
22-10-2024 01:00 tot 01:15,1.00386,0.0
22-10-2024 01:15 tot 01:30,0.97344,0.0
22-10-2024 01:30 tot 01:45,1.2168,0.0
22-10-2024 01:45 tot 02:00,1.15596,0.0
22-10-2024 02:00 tot 02:15,1.03428,0.0
22-10-2024 02:15 tot 02:30,1.03428,0.0
22-10-2024 02:30 tot 02:45,0.97344,0.0
22-10-2024 02:45 tot 03:00,0.97344,0.0
22-10-2024 03:00 tot 03:15,0.94302,0.0
22-10-2024 03:15 tot 03:30,1.03428,0.0
22-10-2024 03:30 tot 03:45,0.97344,0.0
22-10-2024 03:45 tot 04:00,0.94302,0.0
22-10-2024 04:00 tot 04:15,0.94302,0.0
22-10-2024 04:15 tot 04:30,0.97344,0.0
22-10-2024 04:30 tot 04:45,1.30806,0.0
22-10-2024 04:45 tot 05:00,1.39932,0.0
22-10-2024 05:00 tot 05:15,1.0647,0.0
22-10-2024 05:15 tot 05:30,1.33848,0.0
22-10-2024 05:30 tot 05:45,1.15596,0.0
22-10-2024 05:45 tot 06:00,1.2168,0.0
22-10-2024 06:00 tot 06:15,1.30806,0.0
22-10-2024 06:15 tot 06:30,1.33848,0.0
22-10-2024 06:30 tot 06:45,1.3689,0.0
22-10-2024 06:45 tot 07:00,8.3655,0.0
22-10-2024 07:00 tot 07:15,21.23316,0.0
22-10-2024 07:15 tot 07:30,43.13556,0.0
22-10-2024 07:30 tot 07:45,23.78844,0.0
22-10-2024 07:45 tot 08:00,12.98934,0.0
22-10-2024 08:00 tot 08:15,12.04632,0.0
22-10-2024 08:15 tot 08:30,5.84064,0.0
22-10-2024 08:30 tot 08:45,1.91646,0.0
22-10-2024 08:45 tot 09:00,0.97344,0.0
22-10-2024 09:00 tot 09:15,0.57798,0.0
22-10-2024 09:15 tot 09:30,0.4563,0.0
22-10-2024 09:30 tot 09:45,0.18252,0.0591715976331361
22-10-2024 09:45 tot 10:00,0.09126,0.0887573964497041
22-10-2024 10:00 tot 10:15,37.7208,0.029585798816568
22-10-2024 10:15 tot 10:30,30.20706,0.0
22-10-2024 10:30 tot 10:45,25.0965,0.0
22-10-2024 10:45 tot 11:00,23.08878,0.0
22-10-2024 11:00 tot 11:15,18.67788,0.0
22-10-2024 11:15 tot 11:30,13.26312,0.0
22-10-2024 11:30 tot 11:45,11.1033,0.0
22-10-2024 11:45 tot 12:00,4.19796,0.0
22-10-2024 12:00 tot 12:15,3.16368,0.029585798816568
22-10-2024 12:15 tot 12:30,0.4563,0.384615384615385
22-10-2024 12:30 tot 12:45,0.12168,0.946745562130177
22-10-2024 12:45 tot 13:00,0.18252,1.06508875739645
22-10-2024 13:00 tot 13:15,0.03042,1.56804733727811
22-10-2024 13:15 tot 13:30,0.0,2.10059171597633
22-10-2024 13:30 tot 13:45,11.07288,0.591715976331361
22-10-2024 13:45 tot 14:00,19.89468,0.0
22-10-2024 14:00 tot 14:15,7.08786,0.029585798816568
22-10-2024 14:15 tot 14:30,0.09126,1.12426035502959
22-10-2024 14:30 tot 14:45,0.0,1.44970414201183
22-10-2024 14:45 tot 15:00,0.06084,1.15384615384615
22-10-2024 15:00 tot 15:15,7.42248,0.207100591715976
22-10-2024 15:15 tot 15:30,7.93962,0.118343195266272
22-10-2024 15:30 tot 15:45,0.0,0.562130177514793
22-10-2024 15:45 tot 16:00,10.00818,0.207100591715976
22-10-2024 16:00 tot 16:15,0.94302,0.680473372781065
22-10-2024 16:15 tot 16:30,0.0,0.591715976331361
22-10-2024 16:30 tot 16:45,0.57798,0.0591715976331361
22-10-2024 16:45 tot 17:00,13.62816,0.0
22-10-2024 17:00 tot 17:15,5.84064,0.029585798816568
22-10-2024 17:15 tot 17:30,13.32396,0.0
22-10-2024 17:30 tot 17:45,14.2974,0.0
22-10-2024 17:45 tot 18:00,5.1714,0.0
22-10-2024 18:00 tot 18:15,1.03428,0.0
22-10-2024 18:15 tot 18:30,1.27764,0.0
22-10-2024 18:30 tot 18:45,2.03814,0.0
22-10-2024 18:45 tot 19:00,1.88604,0.0
22-10-2024 19:00 tot 19:15,1.42974,0.0
22-10-2024 19:15 tot 19:30,1.73394,0.0
22-10-2024 19:30 tot 19:45,1.9773,0.0
22-10-2024 19:45 tot 20:00,1.58184,0.0
22-10-2024 20:00 tot 20:15,3.46788,0.0
22-10-2024 20:15 tot 20:30,7.63542,0.0
22-10-2024 20:30 tot 20:45,1.521,0.0
22-10-2024 20:45 tot 21:00,1.33848,0.0
22-10-2024 21:00 tot 21:15,1.521,0.0
22-10-2024 21:15 tot 21:30,1.49058,0.0
22-10-2024 21:30 tot 21:45,1.2168,0.0
22-10-2024 21:45 tot 22:00,1.39932,0.0
22-10-2024 22:00 tot 22:15,1.39932,0.0
22-10-2024 22:15 tot 22:30,1.76436,0.0
22-10-2024 22:30 tot 22:45,1.18638,0.0
22-10-2024 22:45 tot 23:00,1.24722,0.0
22-10-2024 23:00 tot 23:15,1.09512,0.0
22-10-2024 23:15 tot 23:30,1.3689,0.0
22-10-2024 23:30 tot 23:45,1.24722,0.0
22-10-2024 23:45 tot 00:00,1.3689,0.0
23-10-2024 00:00 tot 00:15,1.00386,0.0
23-10-2024 00:15 tot 00:30,2.5857,0.0
23-10-2024 00:30 tot 00:45,10.3428,0.0
23-10-2024 00:45 tot 01:00,1.27764,0.0
23-10-2024 01:00 tot 01:15,1.15596,0.0
23-10-2024 01:15 tot 01:30,1.27764,0.0
23-10-2024 01:30 tot 01:45,1.03428,0.0
23-10-2024 01:45 tot 02:00,0.97344,0.0
23-10-2024 02:00 tot 02:15,1.03428,0.0
23-10-2024 02:15 tot 02:30,1.27764,0.0
23-10-2024 02:30 tot 02:45,1.00386,0.0
23-10-2024 02:45 tot 03:00,1.00386,0.0
23-10-2024 03:00 tot 03:15,0.94302,0.0
23-10-2024 03:15 tot 03:30,1.12554,0.0
23-10-2024 03:30 tot 03:45,0.97344,0.0
23-10-2024 03:45 tot 04:00,1.00386,0.0
23-10-2024 04:00 tot 04:15,0.97344,0.0
23-10-2024 04:15 tot 04:30,1.09512,0.0
23-10-2024 04:30 tot 04:45,1.03428,0.0
23-10-2024 04:45 tot 05:00,1.30806,0.0
23-10-2024 05:00 tot 05:15,1.00386,0.0
23-10-2024 05:15 tot 05:30,0.94302,0.0
23-10-2024 05:30 tot 05:45,1.55142,0.0
23-10-2024 05:45 tot 06:00,1.18638,0.0
23-10-2024 06:00 tot 06:15,1.12554,0.0
23-10-2024 06:15 tot 06:30,1.12554,0.0
23-10-2024 06:30 tot 06:45,1.15596,0.0
23-10-2024 06:45 tot 07:00,6.60114,0.0
23-10-2024 07:00 tot 07:15,7.1487,0.0
23-10-2024 07:15 tot 07:30,1.30806,0.0
23-10-2024 07:30 tot 07:45,10.89036,0.0
23-10-2024 07:45 tot 08:00,24.97482,0.0
23-10-2024 08:00 tot 08:15,1.30806,0.0
23-10-2024 08:15 tot 08:30,1.15596,0.0
23-10-2024 08:30 tot 08:45,1.39932,0.0
23-10-2024 08:45 tot 09:00,1.09512,0.0
23-10-2024 09:00 tot 09:15,3.74166,0.0
23-10-2024 09:15 tot 09:30,8.73054,0.0
23-10-2024 09:30 tot 09:45,10.25154,0.0
23-10-2024 09:45 tot 10:00,10.70784,0.0
23-10-2024 10:00 tot 10:15,4.38048,0.0
23-10-2024 10:15 tot 10:30,18.64746,0.0
23-10-2024 10:30 tot 10:45,12.86766,0.0
23-10-2024 10:45 tot 11:00,0.42588,0.0
23-10-2024 11:00 tot 11:15,0.4563,0.029585798816568
23-10-2024 11:15 tot 11:30,0.88218,0.0
23-10-2024 11:30 tot 11:45,0.39546,0.118343195266272
23-10-2024 11:45 tot 12:00,0.09126,0.14792899408284
23-10-2024 12:00 tot 12:15,0.12168,0.207100591715976
23-10-2024 12:15 tot 12:30,8.9739,0.0
23-10-2024 12:30 tot 12:45,13.90194,0.0
23-10-2024 12:45 tot 13:00,14.99706,0.0
23-10-2024 13:00 tot 13:15,43.16598,0.0
23-10-2024 13:15 tot 13:30,8.12214,0.532544378698225
23-10-2024 13:30 tot 13:45,0.1521,0.532544378698225
23-10-2024 13:45 tot 14:00,0.66924,0.0
23-10-2024 14:00 tot 14:15,0.03042,0.887573964497041
23-10-2024 14:15 tot 14:30,0.4563,0.029585798816568
23-10-2024 14:30 tot 14:45,0.51714,0.650887573964497
23-10-2024 14:45 tot 15:00,13.32396,0.325443786982249
23-10-2024 15:00 tot 15:15,25.30944,0.0
23-10-2024 15:15 tot 15:30,45.63,0.0
23-10-2024 15:30 tot 15:45,2.1294,0.532544378698225
23-10-2024 15:45 tot 16:00,0.36504,0.14792899408284
23-10-2024 16:00 tot 16:15,0.12168,0.236686390532544
23-10-2024 16:15 tot 16:30,0.66924,0.029585798816568
23-10-2024 16:30 tot 16:45,1.33848,0.0
23-10-2024 16:45 tot 17:00,0.57798,0.029585798816568
23-10-2024 17:00 tot 17:15,9.21726,0.0591715976331361
23-10-2024 17:15 tot 17:30,11.7117,0.0
23-10-2024 17:30 tot 17:45,42.46632,0.0
23-10-2024 17:45 tot 18:00,30.08538,0.0
23-10-2024 18:00 tot 18:15,16.21386,0.0
23-10-2024 18:15 tot 18:30,6.05358,0.0
23-10-2024 18:30 tot 18:45,1.70352,0.0
23-10-2024 18:45 tot 19:00,2.22066,0.0
23-10-2024 19:00 tot 19:15,2.2815,0.0
23-10-2024 19:15 tot 19:30,2.67696,0.0
23-10-2024 19:30 tot 19:45,2.67696,0.0
23-10-2024 19:45 tot 20:00,1.9773,0.0
23-10-2024 20:00 tot 20:15,2.06856,0.0
23-10-2024 20:15 tot 20:30,1.91646,0.0
23-10-2024 20:30 tot 20:45,1.33848,0.0
23-10-2024 20:45 tot 21:00,2.1294,0.0
23-10-2024 21:00 tot 21:15,9.39978,0.0
23-10-2024 21:15 tot 21:30,8.6697,0.0
23-10-2024 21:30 tot 21:45,1.55142,0.0
23-10-2024 21:45 tot 22:00,1.42974,0.0
23-10-2024 22:00 tot 22:15,1.09512,0.0
23-10-2024 22:15 tot 22:30,1.18638,0.0
23-10-2024 22:30 tot 22:45,2.1294,0.0
23-10-2024 22:45 tot 23:00,1.30806,0.0
23-10-2024 23:00 tot 23:15,13.65858,0.0
23-10-2024 23:15 tot 23:30,11.28582,0.0
23-10-2024 23:30 tot 23:45,1.03428,0.0
23-10-2024 23:45 tot 00:00,1.30806,0.0
24-10-2024 00:00 tot 00:15,1.18638,0.0
24-10-2024 00:15 tot 00:30,1.00386,0.0
24-10-2024 00:30 tot 00:45,1.2168,0.0
24-10-2024 00:45 tot 01:00,1.3689,0.0
24-10-2024 01:00 tot 01:15,1.00386,0.0
24-10-2024 01:15 tot 01:30,1.12554,0.0
24-10-2024 01:30 tot 01:45,1.0647,0.0
24-10-2024 01:45 tot 02:00,1.0647,0.0
24-10-2024 02:00 tot 02:15,1.0647,0.0
24-10-2024 02:15 tot 02:30,1.0647,0.0
24-10-2024 02:30 tot 02:45,1.24722,0.0
24-10-2024 02:45 tot 03:00,1.09512,0.0
24-10-2024 03:00 tot 03:15,0.94302,0.0
24-10-2024 03:15 tot 03:30,1.00386,0.0
24-10-2024 03:30 tot 03:45,6.05358,0.0
24-10-2024 03:45 tot 04:00,1.03428,0.0
24-10-2024 04:00 tot 04:15,1.12554,0.0
24-10-2024 04:15 tot 04:30,0.97344,0.0
24-10-2024 04:30 tot 04:45,1.00386,0.0
24-10-2024 04:45 tot 05:00,1.09512,0.0
24-10-2024 05:00 tot 05:15,1.09512,0.0
24-10-2024 05:15 tot 05:30,1.30806,0.0
24-10-2024 05:30 tot 05:45,1.2168,0.0
24-10-2024 05:45 tot 06:00,1.15596,0.0
24-10-2024 06:00 tot 06:15,1.2168,0.0
24-10-2024 06:15 tot 06:30,1.42974,0.0
24-10-2024 06:30 tot 06:45,1.521,0.0
24-10-2024 06:45 tot 07:00,1.85562,0.0
24-10-2024 07:00 tot 07:15,1.61226,0.0
24-10-2024 07:15 tot 07:30,1.15596,0.0
24-10-2024 07:30 tot 07:45,1.58184,0.0
24-10-2024 07:45 tot 08:00,1.49058,0.0
24-10-2024 08:00 tot 08:15,1.30806,0.0
24-10-2024 08:15 tot 08:30,1.521,0.0
24-10-2024 08:30 tot 08:45,0.9126,0.0
24-10-2024 08:45 tot 09:00,0.88218,0.0
24-10-2024 09:00 tot 09:15,9.91692,0.0
24-10-2024 09:15 tot 09:30,13.87152,0.0
24-10-2024 09:30 tot 09:45,0.33462,0.0
24-10-2024 09:45 tot 10:00,0.42588,0.0591715976331361
24-10-2024 10:00 tot 10:15,27.378,0.0
24-10-2024 10:15 tot 10:30,28.99026,0.0887573964497041
24-10-2024 10:30 tot 10:45,0.0,0.887573964497041
24-10-2024 10:45 tot 11:00,0.0,0.976331360946746
24-10-2024 11:00 tot 11:15,0.0,1.24260355029586
24-10-2024 11:15 tot 11:30,0.0,1.62721893491124
24-10-2024 11:30 tot 11:45,0.12168,0.857988165680473
24-10-2024 11:45 tot 12:00,6.44904,0.473372781065089
24-10-2024 12:00 tot 12:15,7.93962,0.029585798816568
24-10-2024 12:15 tot 12:30,0.03042,1.83431952662722
24-10-2024 12:30 tot 12:45,0.0,2.72189349112426
24-10-2024 12:45 tot 13:00,13.14144,1.65680473372781
24-10-2024 13:00 tot 13:15,40.54986,0.0
24-10-2024 13:15 tot 13:30,25.5528,0.029585798816568
24-10-2024 13:30 tot 13:45,51.34896,0.0
24-10-2024 13:45 tot 14:00,68.01912,0.0
24-10-2024 14:00 tot 14:15,43.89606,0.0
24-10-2024 14:15 tot 14:30,34.95258,0.0
24-10-2024 14:30 tot 14:45,16.24428,0.0
24-10-2024 14:45 tot 15:00,6.44904,0.0
24-10-2024 15:00 tot 15:15,27.71262,0.0
24-10-2024 15:15 tot 15:30,17.9478,0.177514792899408
24-10-2024 15:30 tot 15:45,18.58662,0.502958579881657
24-10-2024 15:45 tot 16:00,25.82658,0.0
24-10-2024 16:00 tot 16:15,20.56392,0.0
24-10-2024 16:15 tot 16:30,8.42634,0.0
24-10-2024 16:30 tot 16:45,6.5403,0.0
24-10-2024 16:45 tot 17:00,5.7798,0.0
24-10-2024 17:00 tot 17:15,1.12554,0.0
24-10-2024 17:15 tot 17:30,2.09898,0.0
24-10-2024 17:30 tot 17:45,1.49058,0.0
24-10-2024 17:45 tot 18:00,2.52486,0.0
24-10-2024 18:00 tot 18:15,4.65426,0.0
24-10-2024 18:15 tot 18:30,4.80636,0.0
24-10-2024 18:30 tot 18:45,4.74552,0.0
24-10-2024 18:45 tot 19:00,4.01544,0.0
24-10-2024 19:00 tot 19:15,2.52486,0.0
24-10-2024 19:15 tot 19:30,1.49058,0.0
24-10-2024 19:30 tot 19:45,1.49058,0.0
24-10-2024 19:45 tot 20:00,1.521,0.0
